"","ein","fips","nteecc","filer","zfiler","name","address","city","zip5","state","ruledate","level1","level2","level3","nteefinal","cassets","ctotrev","year","address1","address_full","latitude","longitude","tract"
"1250",237533289,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 44","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1251",237533293,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1252",237533295,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 52","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1254",237533306,42079,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","621 MAIN ST","avoca",18641,"PA",197211,"O","O","AR","A23",NA,NA,2020,"621 MAIN ST","621 MAIN ST, avoca, PA, 18641, USA",41.3371540146587,-75.7429419810618,"210300"
"1255",237533311,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","515 MARY ST","dickson city",18519,"PA",197211,"O","O","AR","A23",NA,NA,2020,"515 MARY ST","515 MARY ST, dickson city, PA, 18519, USA",41.4668850048756,-75.6167069988403,"111500"
"1256",237533314,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 90","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1257",237533317,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 98","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1258",237533321,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1259",237533331,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA 121","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1260",237533339,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1261",237533353,42079,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 155","1032 ALTER ST","hazle townshp",18202,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1032 ALTER ST","1032 ALTER ST, hazle townshp, PA, 18202, USA",40.973406993306,-75.9817930292253,"217002"
"1262",237533354,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1263",237533356,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","118 CHURCH ST","taylor",18517,"PA",197211,"O","O","AR","A23",NA,NA,2020,"118 CHURCH ST","118 CHURCH ST, taylor, PA, 18517, USA",41.3856289914742,-75.7093110194939,"112500"
"1264",237533360,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 164","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1265",237533361,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1266",237533363,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1267",237533380,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1268",237533386,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 202","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1270",237533395,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 222","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1271",237533402,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 235","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1272",237533405,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1273",237533417,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1274",237533422,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1275",237533423,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 275","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1276",237533427,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1277",237533435,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1278",237533446,42079,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA 309","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1279",237533450,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1280",237533451,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 322","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1281",237533455,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA NO 326","1002 PITTSTON AVE","scranton",18505,"PA",197211,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"1282",237533812,42069,"Y42","Y","Y","ROYAL ARCH MASONS OF PENNSYLVANIA","420 N WASHINGTON AVE","scranton",18503,"PA",194104,"O","M","MO","Y42",NA,NA,2020,"420 N WASHINGTON AVE","420 N WASHINGTON AVE, scranton, PA, 18503, USA",41.4107599907605,-75.6599680127855,"100200"
"1283",237535068,42069,"B94","Y","Y","PTA PENNSYLVANIA CONGRESS","97 BOCHICCHIO BLVD","covington twp",18444,"PA",197001,"PC","O","ED","B94",NA,NA,2020,"97 BOCHICCHIO BLVD","97 BOCHICCHIO BLVD, covington twp, PA, 18444, USA",41.3094459992412,-75.5077819877806,"112902"
"1284",237535073,42069,"B94","Y","N","PTA PENNSYLVANIA CONGRESS","901 MAIN ST","peckville",18452,"PA",197210,"PC","O","ED","B94",22177,22177,2020,"901 MAIN ST","901 MAIN ST, peckville, PA, 18452, USA",41.4784850140468,-75.5849890390341,"111200"
"1285",237535073,42069,"B94","Y","N","PTA PENNSYLVANIA CONGRESS","901 MAIN ST","peckville",18452,"PA",197210,"PC","O","ED","B94",32331,32331,2020,"901 MAIN ST","901 MAIN ST, peckville, PA, 18452, USA",41.4784850140468,-75.5849890390341,"111200"
"1286",237535086,42069,"B94","Y","Y","PTA PENNSYLVANIA CONGRESS","1824 BOULEVARD AVE","scranton",18509,"PA",197001,"PC","O","ED","B94",NA,NA,2020,"1824 BOULEVARD AVE","1824 BOULEVARD AVE, scranton, PA, 18509, USA",41.4326629934053,-75.6467230132067,"101000"
"1287",237535090,42069,"B94","Y","Y","PTA PENNSYLVANIA CONGRESS","1201 LUZERNE ST","scranton",18504,"PA",197001,"PC","O","ED","B94",NA,NA,2020,"1201 LUZERNE ST","1201 LUZERNE ST, scranton, PA, 18504, USA",41.4093250089368,-75.6881250048467,"102100"
"1288",237535741,42069,"Y41","Y","Y","PENNSYLVANIA SONS AND DAUGHTERS OF ITALY","2 ANGELA DR","old forge",18518,"PA",201601,"O","M","MO","Y41",NA,NA,2020,"2 ANGELA DR","2 ANGELA DR, old forge, PA, 18518, USA",41.3727729960218,-75.7490190285021,"112600"
"1289",237535783,42079,"Y41","Y","N","PENNSYLVANIA SONS AND DAUGHTERS OF ITALY","22 LEE PARK AVE","hanover twp",18706,"PA",201601,"O","M","MO","Y41",123250,123250,2020,"22 LEE PARK AVE","22 LEE PARK AVE, hanover twp, PA, 18706, USA",41.2317939946576,-75.9138560276077,"214600"
"1290",237545062,42069,"Y41","Y","Y","KNIGHTS OF COLUMBUS","6 GARBER ST","old forge",18518,"PA",194010,"O","M","MO","Y41",NA,NA,2020,"6 GARBER ST","6 GARBER ST, old forge, PA, 18518, USA",41.3724380132614,-75.7304559628155,"112700"
"1291",237545067,42069,"Y41","Y","Y","KNIGHTS OF COLUMBUS","PO BOX 98","moscow",18444,"PA",194010,"O","M","MO","Y41",NA,NA,2020,"PO BOX 98","PO BOX 98, moscow, PA, 18444, USA",41.3401951000001,-75.5225928,"111802"
"1292",237574389,42069,"A23","Y","Y","ANCIENT ORDER OF HIBERNIANS LADIES","1509 JACKSON ST","scranton",18504,"PA",201611,"O","O","AR","A23",1531,1531,2020,"1509 JACKSON ST","1509 JACKSON ST, scranton, PA, 18504, USA",41.4146670053781,-75.6851159854257,"102000"
"1293",237579563,42079,"X22","Y","Y","POLISH ROMAN CATHOLIC UNION OF AMERICA","349 BERNER AVE","hazleton",18201,"PA",197211,"O","O","RE","X22",NA,NA,2020,"349 BERNER AVE","349 BERNER AVE, hazleton, PA, 18201, USA",40.9408350013852,-75.9712520316109,"217300"
"1294",237579578,42069,"X22","Y","Y","POLISH ROMAN CATHOLIC UNION OF AMERICA","399 LILLIBRIDGE ST","peckville",18452,"PA",197211,"O","O","RE","X22",NA,NA,2020,"399 LILLIBRIDGE ST","399 LILLIBRIDGE ST, peckville, PA, 18452, USA",41.4808189968955,-75.6026580071089,"111200"
"1295",237579989,42079,"X22","Y","Y","POLISH ROMAN CATHOLIC UNION OF AMERICA","321 TRIPP ST","wyoming",18644,"PA",197211,"O","O","RE","X22",NA,NA,2020,"321 TRIPP ST","321 TRIPP ST, wyoming, PA, 18644, USA",41.3157110108602,-75.8446049950293,"211500"
"1296",237580138,42079,"X22","Y","Y","POLISH ROMAN CATHOLIC UNION OF AMERICA","304 VISTA DR","shavertown",18708,"PA",197211,"O","O","RE","X22",NA,NA,2020,"304 VISTA DR","304 VISTA DR, shavertown, PA, 18708, USA",41.3025199907378,-75.9701880328218,"211301"
"1297",237580216,42079,"X22","Y","Y","POLISH ROMAN CATHOLIC UNION OF AMERICA 1081","317 LACKAWANNA AVE","dupont",18641,"PA",197211,"O","O","RE","X22",NA,NA,2020,"317 LACKAWANNA AVE","317 LACKAWANNA AVE, dupont, PA, 18641, USA",41.3229249796471,-75.7406210320725,"210200"
"1318",237586140,42079,"Y41","N","N","FRATERNAL ORDER OF POLICE","PO BOX 204","hazleton",18201,"PA",197211,"O","M","MO","Y41",132705,132705,2020,"PO BOX 204","PO BOX 204, hazleton, PA, 18201, USA",40.96223,-75.976705,"217600"
"1319",237586154,42079,"Y41","Y","N","FRATERNAL ORDER OF POLICE","200 E DIVISION ST","hanover twp",18706,"PA",197211,"O","M","MO","Y41",177738,177738,2020,"200 E DIVISION ST","200 E DIVISION ST, hanover twp, PA, 18706, USA",41.2270029826215,-75.9046879857335,"214600"
"1320",237586161,42079,"Y41","Y","Y","FRATERNAL ORDER OF POLICE","3 TIMOTHY RD","wyoming",18644,"PA",195210,"O","M","MO","Y41",NA,NA,2020,"3 TIMOTHY RD","3 TIMOTHY RD, wyoming, PA, 18644, USA",41.3259990007272,-75.9094329811211,"211400"
"1321",237606333,42079,"Y41","Y","N","INDEPENDENT ORDER OF ODD FELLOWS","233 FREED ST","sugar notch",18706,"PA",197211,"O","M","MO","Y41",795208,795208,2020,"233 FREED ST","233 FREED ST, sugar notch, PA, 18706, USA",41.1952025893618,-75.9311832040987,"215000"
"1322",237613783,42079,"A23","Y","Y","POLISH NATIONAL ALLIANCE OF THE UNITED STATES OF NA","118 CHESTNUT","warrior run",18706,"PA",197211,"O","O","AR","A23",NA,NA,2020,"118 CHESTNUT","118 CHESTNUT, warrior run, PA, 18706, USA",41.1974951203031,-75.9298021583348,"215000"
"1323",237613850,42079,"A23","N","N","POLISH NATIONAL ALLIANCE OF THE US OF NA 430","184 MEYERS ST","edwardsville",18704,"PA",197211,"O","O","AR","A23",NA,NA,2020,"184 MEYERS ST","184 MEYERS ST, edwardsville, PA, 18704, USA",41.2707770109506,-75.9044889993521,"213200"
"1324",237616996,42079,"X20","Y","N","CHILD EVANGELISM FELLOWSHIP OF LUZERNE COUNTY INC","PO BOX 1433","wilkes barre",18703,"PA",197906,"PC","O","RE","X20",1764,1764,2020,"PO BOX 1433","PO BOX 1433, wilkes barre, PA, 18703, USA",41.2403850000001,-75.891755,"200500"
"1326",237619010,42069,"Y42","Y","Y","KNIGHTS TEMPLAR OF THE UNITED STATES OF AMERICA","420 N WASHINGTON AVE","scranton",18503,"PA",196401,"O","M","MO","Y42",NA,NA,2020,"420 N WASHINGTON AVE","420 N WASHINGTON AVE, scranton, PA, 18503, USA",41.4107599907605,-75.6599680127855,"100200"
"1327",237660418,42079,"B11","Y","N","LOCAL UNION NO 1319 OCCUPATIONAL SAFETY HEALTH AND EDUC TRUST FUND","225 DIVISION ST","kingston",18704,"PA",199109,"O","S","ZA","B11",7218906,7218906,2020,"225 DIVISION ST","225 DIVISION ST, kingston, PA, 18704, USA",41.2752060085885,-75.8957109674326,"213300"
"1328",237661166,42069,"T20","Y","N","DAVID L KIRTLAND AND MARIJO M KIRTLAND FOUNDATION","TELLIE COLEMANPC 310 E DRINKER ST","dunmore",18512,"PA",199306,"PF","S","ZC","T20",100156,100156,2020,"TELLIE COLEMANPC 310 E DRINKER ST","TELLIE COLEMANPC 310 E DRINKER ST, dunmore, PA, 18512, USA",41.42131699781,-75.6278359869625,"112100"
"1329",237694435,42069,"T20","Y","N","NICHOLAS D TELLIE CHARITABLE FOUNDATION","310 E DRINKER ST","dunmore",18512,"PA",199302,"PF","S","ZC","T20",1,1,2020,"310 E DRINKER ST","310 E DRINKER ST, dunmore, PA, 18512, USA",41.42131699781,-75.6278359869625,"112100"
"1330",237755642,42079,"C34","Y","N","NORTH BRANCH LAND TRUST","251 HUNTSVILLE IDETOWN RD","dallas",18612,"PA",199408,"PC","O","EN","C34",5988612,5988612,2020,"251 HUNTSVILLE IDETOWN RD","251 HUNTSVILLE IDETOWN RD, dallas, PA, 18612, USA",41.3155030139328,-75.9932510070471,"211302"
"1331",237824343,42079,"T20","Y","N","JOSEPH B SCHELLER AND RITA SCHELLER CHARITABLE FOUNDATION","751 N CHURCH ST","hazleton",18201,"PA",199702,"PF","S","ZC","T20",3546844,3546844,2020,"751 N CHURCH ST","751 N CHURCH ST, hazleton, PA, 18201, USA",40.9668463352748,-75.976172893038,"217700"
"1332",237828732,42079,"T22","Y","N","ROBERTA AND ERNEST SCHELLER JR FAMILY FOUNDATION","751 N CHURCH ST","hazleton",18201,"PA",199512,"PF","S","ZC","T22",11212678,11212678,2020,"751 N CHURCH ST","751 N CHURCH ST, hazleton, PA, 18201, USA",40.9668463352748,-75.976172893038,"217700"
"1333",237840492,42069,"T90","Y","N","THE ALBERT AND ANN MARGOLIES PERPETUAL CHARITABLE TRUST","150 N WASHINGTON AVE","scranton",18503,"PA",199803,"PF","S","ZF","T90",774605,774605,2020,"150 N WASHINGTON AVE","150 N WASHINGTON AVE, scranton, PA, 18503, USA",41.4077425779762,-75.6637988121661,"100200"
"1334",237851614,42069,"T22","Y","N","RUSSELL NOBLE TR B UW","150 N WASHINGTON AVE","scranton",18503,"PA",201102,"PF","S","ZC","T22",614199,614199,2020,"150 N WASHINGTON AVE","150 N WASHINGTON AVE, scranton, PA, 18503, USA",41.4077425779762,-75.6637988121661,"100200"
"1335",237880441,42079,"T22","Y","N","BENEVENTO & MAYO FOUNDATION TR","1575 WYOMING AVE","forty fort",18704,"PA",199711,"PF","S","ZC","T22",4015712,4015712,2020,"1575 WYOMING AVE","1575 WYOMING AVE, forty fort, PA, 18704, USA",41.2914099876263,-75.8674020114669,"212100"
"1336",237977598,42069,"T22","Y","N","JOSEPH JASKULKA ITEM THIRD TR UW","150 N WASHINGTON AVE","scranton",18503,"PA",201110,"PF","S","ZC","T22",259466,259466,2020,"150 N WASHINGTON AVE","150 N WASHINGTON AVE, scranton, PA, 18503, USA",41.4077425779762,-75.6637988121661,"100200"
"1337",240506830,42069,"A70","Y","N","VICTOR ALFIERI LITERARY SOCIETY","206 N MAIN ST","scranton",18517,"PA",201209,"O","O","AR","A70",204280,204280,2020,"206 N MAIN ST","206 N MAIN ST, scranton, PA, 18517, USA",41.3850790128974,-75.7081109824162,"112500"
"1338",240507851,42079,"J40","Y","N","AMALGAMATED TRANSIT UNION","383 WYOMING AVE STE 207","kingston",18704,"PA",194508,"O","O","HS","J40",15374,15374,2020,"383 WYOMING AVE STE 207","383 WYOMING AVE STE 207, kingston, PA, 18704, USA",41.2654089887,-75.8925609644002,"212900"
"1339",240508555,42079,"W30","Y","N","AMERICAN LEGION","21-23 WEST BROAD STREET","nanticoke",18634,"PA",194603,"O","O","PB","W30",566138,566138,2020,"21-23 WEST BROAD STREET","21-23 WEST BROAD STREET, nanticoke, PA, 18634, USA",41.2020780105154,-76.003919996323,"214100"
"1340",240508570,42069,"W30","Y","N","AMERICAN LEGION RAYMOND HENRY POST 327 INC","101 WILLOW AVE","olyphant",18447,"PA",194603,"O","O","PB","W30",108264,108264,2020,"101 WILLOW AVE","101 WILLOW AVE, olyphant, PA, 18447, USA",41.4698610962516,-75.6050517923983,"111400"
"1341",240508660,42079,"W30","N","N","HAZLETON AMERICAN LEGION POST 76","305 E DIAMOND AVE","hazleton",18201,"PA",201906,"O","O","PB","W30",NA,NA,2020,"305 E DIAMOND AVE","305 E DIAMOND AVE, hazleton, PA, 18201, USA",40.9617330138393,-75.9658219832768,"217100"
"1342",240508665,42079,"W30","Y","N","AMERICAN LEGION POST 395","386 WYOMING AVENUE","kingston",18704,"PA",201708,"O","O","PB","W30",NA,NA,2020,"386 WYOMING AVENUE","386 WYOMING AVENUE, kingston, PA, 18704, USA",41.2658329872721,-75.8932480290035,"212700"
"1343",240523810,42079,"S80","Y","N","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA","635 E BROAD ST","hazleton",18201,"PA",195110,"O","O","PB","S80",92231,92231,2020,"635 E BROAD ST","635 E BROAD ST, hazleton, PA, 18201, USA",40.9507206126589,-75.9638080947311,"217200"
"1344",240523905,42079,"S80","Y","N","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA","PO BOX 1023","wilkes barre",18703,"PA",195110,"O","O","PB","S80",256574,256574,2020,"PO BOX 1023","PO BOX 1023, wilkes barre, PA, 18703, USA",41.2403850000001,-75.891755,"200500"
"1345",240543605,42069,"Y50","Y","N","CEMETERY ASSOCIATION OF DUNMORE","400 CHURCH ST","dunmore",18512,"PA",193505,"O","M","MO","Y50",19947399,19947399,2020,"400 CHURCH ST","400 CHURCH ST, dunmore, PA, 18512, USA",41.4249789440755,-75.6295754902275,"112000"
"1346",240544340,42069,"N50","Y","N","CENTURY CLUB","612 JEFFERSON AVE","scranton",18510,"PA",194310,"O","O","HS","N50",298791,298791,2020,"612 JEFFERSON AVE","612 JEFFERSON AVE, scranton, PA, 18510, USA",41.4112290001527,-75.6552589757625,"100200"
"1347",240544340,42069,"N50","Y","N","CENTURY CLUB","612 JEFFERSON AVE","scranton",18510,"PA",194310,"O","O","HS","N50",300845,300845,2020,"612 JEFFERSON AVE","612 JEFFERSON AVE, scranton, PA, 18510, USA",41.4112290001527,-75.6552589757625,"100200"
"1348",240554050,42069,"N60","Y","N","COUNTRY CLUB OF SCRANTON","PO BOX 269","clarks summit",18411,"PA",194208,"O","O","HS","N60",9206896,9206896,2020,"PO BOX 269","PO BOX 269, clarks summit, PA, 18411, USA",41.4931100000001,-75.7060999999999,"110500"
"1349",240565465,42069,"J40","Y","N","INTERNATIONAL BROTHERHOOD OF TEAMSTERS","1260 ONEILL HWY","dunmore",18512,"PA",194102,"O","O","HS","J40",461732,461732,2020,"1260 ONEILL HWY","1260 ONEILL HWY, dunmore, PA, 18512, USA",41.4380652976305,-75.618308138756,"112000"
"1350",240571255,42069,"N60","Y","N","ELKVIEW COUNTRY CLUB","161 CRYSTAL PARK BLVD","greenfild twp",18407,"PA",197008,"O","O","HS","N60",1791711,1791711,2020,"161 CRYSTAL PARK BLVD","161 CRYSTAL PARK BLVD, greenfild twp, PA, 18407, USA",41.6339810107062,-75.5422789675846,"110201"
"1351",240571570,42069,"N60","Y","N","ELMHURST COUNTRY CLUB","319 GARDNER RD","moscow",18444,"PA",194504,"O","O","HS","N60",4201069,4201069,2020,"319 GARDNER RD","319 GARDNER RD, moscow, PA, 18444, USA",41.3439850142896,-75.5469699835158,"111802"
"1352",240578075,42079,"Y42","N","N","FREE & ACCEPTED MASONS OF PENNSYLVANIA","37 HEMLOCK ST","dallas",18612,"PA",194104,"O","M","MO","Y42",NA,NA,2020,"37 HEMLOCK ST","37 HEMLOCK ST, dallas, PA, 18612, USA",41.329554017321,-75.9367650262717,"211204"
"1353",240579955,42069,"J40","Y","N","UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE","711 E COREY ST","scranton",18505,"PA",194101,"O","O","HS","J40",6390262,6390262,2020,"711 E COREY ST","711 E COREY ST, scranton, PA, 18505, USA",41.3741029945081,-75.694621985636,"103100"
"1355",240583315,42079,"Y42","N","N","FRATERNAL ORDER OF EAGLES","48 EAST RIDGE STREET","nanticoke",18634,"PA",199108,"O","M","MO","Y42",631834,631834,2020,"48 EAST RIDGE STREET","48 EAST RIDGE STREET, nanticoke, PA, 18634, USA",41.1996390024198,-76.0006420016292,"214100"
"1356",240583355,42069,"Y42","Y","N","FRATERNAL ORDER OF EAGLES","493 MERIDIAN AVE","scranton",18504,"PA",199108,"O","M","MO","Y42",289960,289960,2020,"493 MERIDIAN AVE","493 MERIDIAN AVE, scranton, PA, 18504, USA",41.404560986629,-75.6777339594801,"102300"
"1357",240583380,42079,"Y42","Y","N","FRATERNAL ORDER OF EAGLES","226 E NORTHAMPTON ST","wilkes barre",18702,"PA",199108,"O","M","MO","Y42",76196,76196,2020,"226 E NORTHAMPTON ST","226 E NORTHAMPTON ST, wilkes barre, PA, 18702, USA",41.2393320078213,-75.8797740358299,"200900"
"1358",240583625,42069,"Y41","N","N","FREE & ACCEPTED MASONS OF PENNSYLVANIA","939 BLUCHER AVE","scranton",18505,"PA",197210,"O","M","MO","Y41",NA,NA,2020,"939 BLUCHER AVE","939 BLUCHER AVE, scranton, PA, 18505, USA",41.3867729955291,-75.6544849908233,"102800"
"1359",240583635,42069,"Y42","N","N","FREE & ACCEPTED MASONS OF PENNSYLVANIA","126 PIERCE RD","greenfield twp",18407,"PA",194104,"O","M","MO","Y42",NA,NA,2020,"126 PIERCE RD","126 PIERCE RD, greenfield twp, PA, 18407, USA",41.6209310161047,-75.5521660091133,"110201"
"1360",240583679,42079,"Y42","Y","Y","FREE & ACCEPTED MASONS OF PENNSYLVANIA","1 BOSTON ST","pittston",18640,"PA",197209,"O","M","MO","Y42",NA,NA,2020,"1 BOSTON ST","1 BOSTON ST, pittston, PA, 18640, USA",41.3165450102261,-75.7577920312797,"210100"
"1361",240583691,42079,"Y42","N","N","FREE & ACCEPTED MASONS OF PENNSYLVANIA","1314 GROVE ST","avoca",18641,"PA",197210,"O","M","MO","Y42",NA,NA,2020,"1314 GROVE ST","1314 GROVE ST, avoca, PA, 18641, USA",41.3469270203947,-75.7359249869994,"210500"
"1362",240583695,42069,"Y42","N","N","FREE & ACCEPTED MASONS OF PENNSYLVANIA","1037 LUKE AVE","dunmore",18510,"PA",197210,"O","M","MO","Y42",NA,NA,2020,"1037 LUKE AVE","1037 LUKE AVE, dunmore, PA, 18510, USA",41.4072683765344,-75.632118671562,"100500"
"1363",240583697,42079,"Y42","N","N","FREE & ACCEPTED MASONS OF PENNSYLVANIA","2 HIGHLAND DR","pittston",18640,"PA",197210,"O","M","MO","Y42",NA,NA,2020,"2 HIGHLAND DR","2 HIGHLAND DR, pittston, PA, 18640, USA",41.3060499873506,-75.7944849858966,"211701"
